username,post_id,timestamp,url,likes,comments_count,caption
blakemycoskie,3850683428556078654,2026-03-11T19:27:37.000Z,https://www.instagram.com/p/DVwYC0tkX4-/,-1,0,"I’ve always been known as the optimist.
Positive. Driven. Always moving forward.

That energy carried me through tennis, business, and building TOMS. For years, my life was full of purpose, momentum, and meaning. There was always another mission. Another place to be. Another reason to wake up fired up.

Then I sold TOMS.

The pace slowed. The noise stopped. We moved to a quiet mountain town and suddenly there was space. Stillness. Long winters. Less sunlight.

And everything I’d been outrunning caught up to me.

What I didn’t understand then is that I had gone from constant purpose and validation to quiet and inward reflection. My nervous system didn’t know how to handle it. So I did what I’d always done. I chased adventure. Activity. Distraction.

It worked for a while. Until it didn’t.

Looking back now, I see that breakdown as a turning point. It forced me inward. It showed me that no amount of achievement could fix what was happening inside.

That’s why I’m building what I needed back then.

A reminder that we don’t have to earn our worth.

We are already ENOUGH.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3849969387348515667,2026-03-10T19:49:23.000Z,https://www.instagram.com/p/DVt1sKBCVtT/,-1,4,"The real shift wasn’t doing good as a company.
It was letting customers experience doing good themselves.

That changed everything.

That’s more powerful than any ad spend.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3849285804925996364,2026-03-09T21:10:47.000Z,https://www.instagram.com/p/DVraQuRkU1M/,-1,12,"I’m not an expert.
I’m not a doctor or a therapist.

I’m just someone who went through a deep depression and had to find my own way back.

These are a few mindset shifts that helped me.
Not all at once.
Not perfectly.
But slowly, over time.

If any of this resonates, take what’s useful and leave the rest. Healing looks different for everyone.

This is just what worked for me.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3849153634865331018,2026-03-09T16:49:04.000Z,https://www.instagram.com/p/DVq8NZUDTtK/,-1,7,"Following curiosity and diving into things that genuinely interest you has a way of waking up your mind. The more you follow your curiosity, the more energized, creative, and alive you feel.

#blakemycoskie #positivity #mentalhealth"
blakemycoskie,3848394700269631760,2026-03-08T15:40:19.000Z,https://www.instagram.com/p/DVoPpcZETkQ/,-1,16,"Five harsh truths I wish I had understood much earlier in life.

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3847866542957113883,2026-03-07T22:13:57.000Z,https://www.instagram.com/p/DVmXjvkEbIb/,-1,27,"This week a new team member asked me what their title should be.

My answer was simple: use whatever title helps you do the job.

I’ve never loved titles. They create pecking orders and unnecessary division. In the early days of TOMS, we let people make up their own titles.

Mine was Chief Shoe Giver. One of our interns was the Head of Sales.

Why? Because we needed Nordstrom to take the call seriously. If they said, “I’m just an intern,” the conversation was over.

Titles matter less than results. Especially in small organizations, don’t get caught up in them. Let people use whatever title helps them get the job done.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3847066924686089139,2026-03-06T19:42:16.000Z,https://www.instagram.com/p/DVjhvxBEZuz/,-1,15,"Send this to someone who might not feel enough. 

- Blake Mycoskie
Lover of Life

#blakemycoskie #mentalhealth #positivity"
blakemycoskie,3847021379485524832,2026-03-06T18:13:36.000Z,https://www.instagram.com/p/DVjXY_vkWNg/,-1,11,"@timferriss wrote an amazing blog post about ""Why You Should Seek More Awe In The New Year."" Awe is one of the most underrated emotions and by paying attention to it, your life can become so much more full. 

Thanks Tim!"
blakemycoskie,3846380196535059771,2026-03-05T21:00:19.000Z,https://www.instagram.com/p/DVhFmjlkcU7/,-1,4,"Pema Chödrön calls our endless distractions “dunzie,” the habit of constantly pulling ourselves away from the present moment. When we learn to sit with ourselves instead of escaping it, we create space for calm, clarity, and a deeper connection to life.

#mentalhealth #positivity #life"
blakemycoskie,3846208969526811755,2026-03-05T15:17:40.000Z,https://www.instagram.com/p/DVgeq4AkRxr/,-1,2,"The strongest brands make customers feel like they’re part of the mission. When people believe in what you’re building, they naturally spread the message.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3845483088327027577,2026-03-04T15:16:13.000Z,https://www.instagram.com/p/DVd5n6dgSt5/,-1,1,"Entrepreneurship is about spotting opportunities other people miss and building something that works even when you’re not there. The goal isn’t just making money, it’s creating something that keeps growing on its own.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3844758759498979870,2026-03-03T15:17:46.000Z,https://www.instagram.com/p/DVbU7irAhoe/,-1,39,"You don’t need perfect experience or perfect timing, you need the right idea in front of the right customer. Sometimes the breakthrough isn’t changing the product, it’s changing who you’re pitching it to."
blakemycoskie,3844251855111689096,2026-03-02T22:29:14.000Z,https://www.instagram.com/p/DVZhrHLEZOI/,-1,7,"Living out of alignment with yourself eventually catches up to you. When you choose integrity over approval, peace follows and your life starts to feel like your own again.

(@codiesanchez @bigdeal.podcast)"
blakemycoskie,3844178611541364688,2026-03-02T20:04:11.000Z,https://www.instagram.com/p/DVZRBRyE8_Q/,-1,7,"Creativity doesn’t always come from forcing ideas, it often comes from changing your environment. When I step outside and move my body in nature, that’s when my best ideas finally click.

#blakemycoskie #creativity #positivity"
blakemycoskie,3843402026223490307,2026-03-01T18:20:46.000Z,https://www.instagram.com/p/DVWgceWEVUD/,-1,3,"The real engine behind TOMS wasn’t just product, it was purpose people could proudly share. When doing good feels personal, growth becomes organic.

#blakemycoskie #entrepreneur #positivity"
blakemycoskie,3842839174978808444,2026-02-28T23:43:13.000Z,https://www.instagram.com/p/DVUgd6RkSp8/,-1,7,"Fail fast.

Wasting time pretending everything is perfect… that scares me.

What matters is what you learn when things don’t go your way.

As a leader, I’ve always tried to create environments where people aren’t punished for trying.

If you’re going to fail, fail fast, learn fast, and move forward.

That’s how real progress happens.

#blakemycoskie #entrepreneur #mentalhealth #positivity"
blakemycoskie,3842007749555760862,2026-02-27T20:10:36.000Z,https://www.instagram.com/p/DVRjbFAka7e/,-1,6,"When your work and your play come from the same vision, life stops feeling like a tradeoff.
That’s when excellence becomes a way of living, not just a result.

#blakemycoskie #entrepreneur #positivity #mentalhealth"
blakemycoskie,3841223698569832782,2026-02-26T18:12:49.000Z,https://www.instagram.com/p/DVOxJooESlO/,1566,18,"A good idea can look like a failure when it’s in front of the wrong audience. Put it in front of the right customer, and everything changes.

#blakemycoskie #entrepreneur #positivity #mentalhealth"
blakemycoskie,3840440828809051333,2026-02-25T16:18:31.000Z,https://www.instagram.com/p/DVL_JYWEfzF/,-1,40,"I read this quote and felt it sit with me. It reminded me that what I’m moving through now might one day help someone else find their way.

#blakemycoskie #positivity #mentalhealth #advice"
blakemycoskie,3839869460971342980,2026-02-24T21:22:12.000Z,https://www.instagram.com/p/DVJ9O4lEUyE/,-1,18,"Give yourself breathing room to focus on what you truly care about. When you chase mastery first, the money has a way of catching up.

#blakemycoskie #positivity #entrepreneur"
blakemycoskie,3838963503982199843,2026-02-23T15:22:41.000Z,https://www.instagram.com/p/DVGvPeYjEQj/,-1,7,"A few years ago, I met Muhammad Yunus, and that conversation completely reshaped how I see business. He showed me that entrepreneurship isn’t just about building companies, it’s about building systems that restore dignity and unlock opportunity for the people who’ve been overlooked.

#blakemycoskie #positivity #mentalhealth"
blakemycoskie,3838531195970015591,2026-02-23T01:04:09.000Z,https://www.instagram.com/p/DVFM8kLDFFn/,-1,25,"Working 80 to 90 hours a week left me burned out, even though I loved what I was building. Now I start my mornings with sunlight, hydration, and gratitude because taking care of my mind is the real foundation of everything I create.

#blakemycoskie #positivity #mentalhealth"
